Balance,Begin Time,End Time,Trade Type,Perc Bal,Symbol,Begin Price,End Price,Commission,Profit
100000,20180601 00:00:00.076,20180601 01:55:48.615,LONG,5,EURUSD,1.16926,1.16931,1.4,-8.999999999989447
99991.00000000001,20180601 01:55:48.615,20180601 05:38:32.655,SHORT,5,EURUSD,1.16931,1.16738,1.4,178.99999999999872
100170.00000000001,20180601 05:38:32.655,20180601 07:34:00.533,LONG,5,EURUSD,1.16738,1.16987,1.4,234.99999999998812
100405.0,20180601 07:34:00.533,20180601 08:39:12.237,SHORT,5,EURUSD,1.16987,1.1685299999999998,1.4,120.0000000000119
100525.00000000001,20180601 08:39:12.237,20180601 10:19:48.078,LONG,5,EURUSD,1.1685299999999998,1.17069,1.4,202.00000000001617
100727.00000000003,20180601 10:19:48.078,20180601 14:15:30.440,SHORT,5,EURUSD,1.17069,1.16296,1.4,759.0000000000015
101486.00000000003,20180601 14:15:30.440,20180601 15:45:41.824,LONG,5,EURUSD,1.16296,1.16717,1.4,407.00000000000466
101893.00000000003,20180601 15:45:41.824,20180601 20:13:37.398,SHORT,5,EURUSD,1.16717,1.16574,1.4,129.00000000000423
102022.00000000003,20180601 20:13:37.398,20180604 04:55:36.555,LONG,5,EURUSD,1.16574,1.16907,1.4,319.0000000000055
102341.00000000003,20180604 04:55:36.555,20180604 05:51:42.277,SHORT,5,EURUSD,1.16907,1.16967,1.4,-73.99999999999339
102267.00000000003,20180604 05:51:42.277,20180604 09:37:33.483,LONG,5,EURUSD,1.16967,1.17311,1.4,330.00000000001097
102597.00000000004,20180604 09:37:33.483,20180604 10:37:48.997,SHORT,5,EURUSD,1.17311,1.1725,1.4,46.99999999999994
102644.00000000004,20180604 10:37:48.997,20180604 11:43:06.253,LONG,5,EURUSD,1.1725,1.17292,1.4,27.999999999986493
102672.00000000003,20180604 11:43:06.253,20180604 17:19:12.764,SHORT,5,EURUSD,1.17292,1.16927,1.4,350.9999999999931
103023.00000000003,20180604 17:19:12.764,20180605 00:41:26.861,LONG,5,EURUSD,1.16927,1.17001,1.4,59.9999999999963
103083.00000000003,20180605 00:41:26.861,20180605 05:09:25.343,SHORT,5,EURUSD,1.17001,1.1688,1.4,106.99999999999334
103190.00000000003,20180605 05:09:25.343,20180605 08:45:14.038,LONG,5,EURUSD,1.1688,1.1711200000000002,1.4,218.00000000000998
103408.00000000004,20180605 08:45:14.038,20180605 14:16:31.071,SHORT,5,EURUSD,1.1711200000000002,1.16576,1.4,522.0000000000254
103930.00000000007,20180605 14:16:31.071,20180605 17:17:00.297,LONG,5,EURUSD,1.16576,1.17279,1.4,689.0000000000091
104619.00000000009,20180605 17:17:00.297,20180605 22:21:25.243,SHORT,5,EURUSD,1.17279,1.17173,1.4,92.0000000000061
104711.00000000009,20180605 22:21:25.243,20180606 03:56:42.729,LONG,5,EURUSD,1.17173,1.17277,1.4,90.00000000001519
104801.0000000001,20180606 03:56:42.729,20180606 04:37:14.203,SHORT,5,EURUSD,1.17277,1.17183,1.4,80.0000000000163
104881.00000000012,20180606 04:37:14.203,20180606 07:48:39.182,LONG,5,EURUSD,1.17183,1.17559,1.4,361.9999999999986
105243.00000000012,20180606 07:48:39.182,20180606 08:44:01.240,SHORT,5,EURUSD,1.17559,1.1747299999999998,1.4,72.0000000000083
105315.00000000013,20180606 08:44:01.240,20180606 11:19:48.117,LONG,5,EURUSD,1.1747299999999998,1.17746,1.4,259.0000000000121
105574.00000000015,20180606 11:19:48.117,20180606 12:20:03.322,SHORT,5,EURUSD,1.17746,1.17665,1.4,66.99999999999774
105641.00000000015,20180606 12:20:03.322,20180606 14:00:27.221,LONG,5,EURUSD,1.17665,1.17876,1.4,197.00000000000563
105838.00000000015,20180606 14:00:27.221,20180606 15:15:40.840,SHORT,5,EURUSD,1.17876,1.17743,1.4,119.00000000000534
105957.00000000015,20180606 15:15:40.840,20180606 16:41:02.718,LONG,5,EURUSD,1.17743,1.17811,1.4,54.0000000000014
106011.00000000015,20180606 16:41:02.718,20180606 18:41:57.992,SHORT,5,EURUSD,1.17811,1.1765,1.4,146.99999999998894
106158.00000000013,20180606 18:41:57.992,20180607 08:08:49.435,LONG,5,EURUSD,1.1765,1.18223,1.4,558.9999999999791
106717.00000000012,20180607 08:08:49.435,20180607 09:09:05.706,SHORT,5,EURUSD,1.18223,1.18262,1.4,-53.00000000001124
106664.0000000001,20180607 09:09:05.706,20180607 12:29:57.904,LONG,5,EURUSD,1.18262,1.18325,1.4,48.99999999999085
106713.00000000009,20180607 12:29:57.904,20180607 14:05:12.082,SHORT,5,EURUSD,1.18325,1.18154,1.4,156.99999999998784
106870.00000000007,20180607 14:05:12.082,20180607 15:15:22.202,LONG,5,EURUSD,1.18154,1.18259,1.4,90.99999999999955
106961.00000000007,20180607 15:15:22.202,20180607 23:31:51.317,SHORT,5,EURUSD,1.18259,1.17955,1.4,289.9999999999932
107251.00000000007,20180607 23:31:51.317,20180608 01:23:09.075,LONG,5,EURUSD,1.17955,1.18056,1.4,86.99999999999554
107338.00000000007,20180608 01:23:09.075,20180608 03:49:33.218,SHORT,5,EURUSD,1.18056,1.17982,1.4,59.9999999999963
107398.00000000007,20180608 03:49:33.218,20180608 04:55:52.379,LONG,5,EURUSD,1.17982,1.18038,1.4,41.99999999998939
107440.00000000006,20180608 04:55:52.379,20180608 11:17:47.968,SHORT,5,EURUSD,1.18038,1.17325,1.4,699.0000000000081
108139.00000000007,20180608 11:17:47.968,20180611 01:57:13.832,LONG,5,EURUSD,1.17325,1.18062,1.4,723.0000000000098
108862.00000000009,20180611 01:57:13.832,20180611 03:28:01.418,SHORT,5,EURUSD,1.18062,1.17943,1.4,105.00000000000244
108967.00000000009,20180611 03:28:01.418,20180611 07:11:38.233,LONG,5,EURUSD,1.17943,1.18129,1.4,171.99999999999727
109139.00000000009,20180611 07:11:38.233,20180611 11:33:22.986,SHORT,5,EURUSD,1.18129,1.17854,1.4,261.000000000003
109400.00000000009,20180611 11:33:22.986,20180611 14:44:16.317,LONG,5,EURUSD,1.17854,1.18045,1.4,177.00000000000784
109577.0000000001,20180611 14:44:16.317,20180612 00:46:07.949,SHORT,5,EURUSD,1.18045,1.17521,1.4,509.9999999999911
110087.00000000009,20180612 00:46:07.949,20180612 04:54:04.356,LONG,5,EURUSD,1.17521,1.1769,1.4,154.99999999999693
110242.00000000009,20180612 04:54:04.356,20180612 05:54:51.986,SHORT,5,EURUSD,1.1769,1.17711,1.4,-35.00000000000435
110207.00000000009,20180612 05:54:51.986,20180612 08:10:33.561,LONG,5,EURUSD,1.17711,1.17985,1.4,259.9999999999965
110467.00000000009,20180612 08:10:33.561,20180612 11:26:55.160,SHORT,5,EURUSD,1.17985,1.17831,1.4,140.0000000000097
110607.0000000001,20180612 11:26:55.160,20180612 13:32:33.391,LONG,5,EURUSD,1.17831,1.17914,1.4,69.00000000001084
110676.00000000012,20180612 13:32:33.391,20180612 14:52:49.331,SHORT,5,EURUSD,1.17914,1.1792,1.4,-19.9999999999949
110656.00000000012,20180612 14:52:49.331,20180612 15:27:54.910,LONG,5,EURUSD,1.1792,1.17878,1.4,-56.00000000000869
110600.0000000001,20180612 15:27:54.910,20180612 18:08:31.504,SHORT,5,EURUSD,1.17878,1.17445,1.4,418.9999999999945
111019.0000000001,20180612 18:08:31.504,20180612 19:39:20.210,LONG,5,EURUSD,1.17445,1.17508,1.4,48.99999999999085
111068.00000000009,20180612 19:39:20.210,20180613 04:14:45.138,SHORT,5,EURUSD,1.17508,1.17434,1.4,59.9999999999963
111128.00000000009,20180613 04:14:45.138,20180613 07:41:37.600,LONG,5,EURUSD,1.17434,1.17474,1.4,25.999999999995595
111154.00000000009,20180613 07:41:37.600,20180613 08:26:59.219,SHORT,5,EURUSD,1.17474,1.1736,1.4,99.99999999999189
111254.00000000007,20180613 08:26:59.219,20180613 10:32:32.312,LONG,5,EURUSD,1.1736,1.17642,1.4,268.0000000000045
111522.00000000007,20180613 10:32:32.312,20180613 11:27:56.715,SHORT,5,EURUSD,1.17642,1.17567,1.4,61.00000000000285
111583.00000000007,20180613 11:27:56.715,20180613 16:29:45.051,LONG,5,EURUSD,1.17567,1.17861,1.4,279.99999999999426
111863.00000000007,20180613 16:29:45.051,20180613 18:10:16.066,SHORT,5,EURUSD,1.17861,1.17442,1.4,404.9999999999916
112268.00000000006,20180613 18:10:16.066,20180613 19:40:23.815,LONG,5,EURUSD,1.17442,1.1792200000000002,1.4,466.0000000000137
112734.00000000007,20180613 19:40:23.815,20180613 20:35:57.560,SHORT,5,EURUSD,1.1792200000000002,1.17895,1.4,13.000000000021453
112747.00000000009,20180613 20:35:57.560,20180614 09:04:57.703,LONG,5,EURUSD,1.17895,1.18179,1.4,269.9999999999954
113017.00000000009,20180614 09:04:57.703,20180614 09:25:00.367,SHORT,5,EURUSD,1.18179,1.18187,1.4,-22.000000000008
112995.00000000007,20180614 09:25:00.367,20180614 10:15:13.341,LONG,5,EURUSD,1.18187,1.1825,1.4,49.00000000001305
113044.00000000009,20180614 10:15:13.341,20180614 21:03:46.213,SHORT,5,EURUSD,1.1825,1.15709,1.4,2527.0000000000155
115571.0000000001,20180614 21:03:46.213,20180614 22:30:35.129,LONG,5,EURUSD,1.15709,1.15809,1.4,86.0000000000112
115657.00000000012,20180614 22:30:35.129,20180615 03:29:15.570,SHORT,5,EURUSD,1.15809,1.15637,1.4,158.0000000000166
115815.00000000013,20180615 03:29:15.570,20180615 05:10:40.770,LONG,5,EURUSD,1.15637,1.1571,1.4,59.00000000001195
115874.00000000015,20180615 05:10:40.770,20180615 06:26:26.793,SHORT,5,EURUSD,1.1571,1.15665,1.4,31.000000000006146
115905.00000000015,20180615 06:26:26.793,20180615 09:32:09.609,LONG,5,EURUSD,1.15665,1.16049,1.4,370.00000000000654
116275.00000000015,20180615 09:32:09.609,20180615 11:22:34.745,SHORT,5,EURUSD,1.16049,1.15841,1.4,194.00000000000819
116469.00000000016,20180615 11:22:34.745,20180615 15:08:12.447,LONG,5,EURUSD,1.15841,1.16136,1.4,281.0000000000008
116750.00000000016,20180615 15:08:12.447,20180615 17:03:44.801,SHORT,5,EURUSD,1.16136,1.16042,1.4,79.99999999999409
116830.00000000016,20180615 17:03:44.801,20180615 20:00:16.204,LONG,5,EURUSD,1.16042,1.16096,1.4,39.999999999998494
116870.00000000016,20180615 20:00:16.204,20180618 04:43:25.617,SHORT,5,EURUSD,1.16096,1.15933,1.4,149.00000000000205
117019.00000000016,20180618 04:43:25.617,20180618 05:19:13.357,LONG,5,EURUSD,1.15933,1.1594,1.4,-6.99999999999855
117012.00000000016,20180618 05:19:13.357,20180618 07:20:02.698,SHORT,5,EURUSD,1.1594,1.1569,1.4,235.99999999999469
117248.00000000016,20180618 07:20:02.698,20180618 11:21:42.482,LONG,5,EURUSD,1.1569,1.1619700000000002,1.4,493.00000000001296
117741.00000000017,20180618 11:21:42.482,20180618 13:37:29.715,SHORT,5,EURUSD,1.1619700000000002,1.16031,1.4,152.00000000002169
117893.00000000019,20180618 13:37:29.715,20180618 15:42:56.557,LONG,5,EURUSD,1.16031,1.16054,1.4,8.999999999995248
117902.00000000019,20180618 15:42:56.557,20180618 16:38:42.984,SHORT,5,EURUSD,1.16054,1.16025,1.4,14.999999999990147
117917.00000000017,20180618 16:38:42.984,20180619 03:36:41.515,LONG,5,EURUSD,1.16025,1.16422,1.4,383.0000000000029
118300.00000000017,20180619 03:36:41.515,20180619 09:28:44.534,SHORT,5,EURUSD,1.16422,1.15352,1.4,1055.9999999999932
119356.00000000017,20180619 09:28:44.534,20180619 10:39:02.699,LONG,5,EURUSD,1.15352,1.1548200000000002,1.4,116.00000000000789
119472.00000000019,20180619 10:39:02.699,20180619 11:39:23.806,SHORT,5,EURUSD,1.1548200000000002,1.15506,1.4,-37.99999999997959
119434.0000000002,20180619 11:39:23.806,20180619 18:01:08.489,LONG,5,EURUSD,1.15506,1.15712,1.4,191.99999999999508
119626.0000000002,20180619 18:01:08.489,20180619 18:56:35.975,SHORT,5,EURUSD,1.15712,1.15766,1.4,-67.9999999999985
119558.0000000002,20180619 18:56:35.975,20180619 21:08:03.244,LONG,5,EURUSD,1.15766,1.15867,1.4,87.00000000001775
119645.00000000022,20180619 21:08:03.244,20180619 21:55:50.350,SHORT,5,EURUSD,1.15867,1.15854,1.4,-0.9999999999814465
119644.00000000023,20180619 21:55:50.350,20180619 23:11:47.092,LONG,5,EURUSD,1.15854,1.1588,1.4,12.000000000014902
119656.00000000025,20180619 23:11:47.092,20180620 00:58:01.913,SHORT,5,EURUSD,1.1588,1.1580700000000002,1.4,58.99999999998975
119715.00000000023,20180620 00:58:01.913,20180620 02:19:07.872,LONG,5,EURUSD,1.1580700000000002,1.15826,1.4,4.999999999991247
119720.00000000022,20180620 02:19:07.872,20180620 04:40:52.974,SHORT,5,EURUSD,1.15826,1.15696,1.4,116.00000000000789
119836.00000000023,20180620 04:40:52.974,20180620 07:06:46.514,LONG,5,EURUSD,1.15696,1.1567,1.4,-39.999999999992696
119796.00000000025,20180620 07:06:46.514,20180620 08:57:13.987,SHORT,5,EURUSD,1.1567,1.15633,1.4,22.999999999998145
119819.00000000025,20180620 08:57:13.987,20180620 09:37:39.369,LONG,5,EURUSD,1.15633,1.15743,1.4,95.99999999998789
119915.00000000023,20180620 09:37:39.369,20180620 10:58:31.847,SHORT,5,EURUSD,1.15743,1.15628,1.4,100.99999999999844
120016.00000000023,20180620 10:58:31.847,20180620 12:59:22.262,LONG,5,EURUSD,1.15628,1.15942,1.4,299.99999999999204
120316.00000000022,20180620 12:59:22.262,20180620 14:24:32.118,SHORT,5,EURUSD,1.15942,1.15752,1.4,175.99999999997908
120492.0000000002,20180620 14:24:32.118,20180620 18:00:30.708,LONG,5,EURUSD,1.15752,1.15924,1.4,157.99999999999437
120650.0000000002,20180620 18:00:30.708,20180621 06:26:06.926,SHORT,5,EURUSD,1.15924,1.15456,1.4,454.0000000000017
121104.0000000002,20180621 06:26:06.926,20180621 07:26:15.486,LONG,5,EURUSD,1.15456,1.15523,1.4,52.99999999999485
121157.0000000002,20180621 07:26:15.486,20180621 09:31:46.340,SHORT,5,EURUSD,1.15523,1.1522,1.4,289.0000000000088
121446.00000000022,20180621 09:31:46.340,20180621 15:12:57.487,LONG,5,EURUSD,1.1522,1.16122,1.4,888.0000000000028
122334.00000000022,20180621 15:12:57.487,20180621 16:03:08.251,SHORT,5,EURUSD,1.16122,1.15984,1.4,123.99999999999369
122458.00000000022,20180621 16:03:08.251,20180621 18:54:35.315,LONG,5,EURUSD,1.15984,1.16232,1.4,234.00000000000378
122692.00000000022,20180621 18:54:35.315,20180622 02:12:05.649,SHORT,5,EURUSD,1.16232,1.16017,1.4,201.00000000000963
122893.00000000023,20180622 02:12:05.649,20180622 08:55:23.706,LONG,5,EURUSD,1.16017,1.16665,1.4,634.0000000000041
123527.00000000023,20180622 08:55:23.706,20180622 10:45:50.157,SHORT,5,EURUSD,1.16665,1.16367,1.4,283.9999999999983
123811.00000000023,20180622 10:45:50.157,20180622 12:56:25.609,LONG,5,EURUSD,1.16367,1.16518,1.4,137.00000000001225
123948.00000000025,20180622 12:56:25.609,20180622 14:56:40.865,SHORT,5,EURUSD,1.16518,1.16316,1.4,188.00000000001327
124136.00000000026,20180622 14:56:40.865,20180624 22:55:58.671,LONG,5,EURUSD,1.16316,1.16676,1.4,346.0000000000048
124482.00000000026,20180624 22:55:58.671,20180625 03:24:00.237,SHORT,5,EURUSD,1.16676,1.16529,1.4,133.00000000000824
124615.00000000028,20180625 03:24:00.237,20180625 04:09:59.719,LONG,5,EURUSD,1.16529,1.1655799999999998,1.4,14.999999999990147
124630.00000000026,20180625 04:09:59.719,20180625 06:46:42.468,SHORT,5,EURUSD,1.1655799999999998,1.1645299999999998,1.4,90.99999999999955
124721.00000000026,20180625 06:46:42.468,20180625 08:37:06.068,LONG,5,EURUSD,1.1645299999999998,1.16609,1.4,142.0000000000228
124863.00000000029,20180625 08:37:06.068,20180625 09:52:20.519,SHORT,5,EURUSD,1.16609,1.16494,1.4,100.99999999999844
124964.00000000029,20180625 09:52:20.519,20180625 12:07:56.753,LONG,5,EURUSD,1.16494,1.16889,1.4,380.9999999999898
125345.00000000028,20180625 12:07:56.753,20180625 14:08:23.833,SHORT,5,EURUSD,1.16889,1.16804,1.4,71.00000000000175
125416.00000000028,20180625 14:08:23.833,20180626 04:57:45.032,LONG,5,EURUSD,1.16804,1.17145,1.4,327.00000000001353
125743.00000000029,20180626 04:57:45.032,20180626 09:54:16.534,SHORT,5,EURUSD,1.17145,1.16595,1.4,536.000000000006
126279.00000000029,20180626 09:54:16.534,20180626 12:29:56.221,LONG,5,EURUSD,1.16595,1.16767,1.4,157.99999999999437
126437.00000000029,20180626 12:29:56.221,20180626 14:05:20.466,SHORT,5,EURUSD,1.16767,1.1665,1.4,102.99999999998934
126540.00000000028,20180626 14:05:20.466,20180626 15:35:34.944,LONG,5,EURUSD,1.1665,1.16696,1.4,31.999999999990493
126572.00000000026,20180626 15:35:34.944,20180627 02:45:02.639,SHORT,5,EURUSD,1.16696,1.16552,1.4,130.0000000000108
126702.00000000028,20180627 02:45:02.639,20180627 03:41:01.443,LONG,5,EURUSD,1.16552,1.16604,1.4,38.000000000007596
126740.00000000029,20180627 03:41:01.443,20180627 05:17:21.255,SHORT,5,EURUSD,1.16604,1.16456,1.4,133.99999999999258
126874.00000000028,20180627 05:17:21.255,20180627 06:47:51.984,LONG,5,EURUSD,1.16456,1.16561,1.4,90.99999999999955
126965.00000000028,20180627 06:47:51.984,20180627 08:48:13.358,SHORT,5,EURUSD,1.16561,1.16305,1.4,242.00000000001177
127207.00000000029,20180627 08:48:13.358,20180627 10:03:32.003,LONG,5,EURUSD,1.16305,1.16417,1.4,98.000000000001
127305.00000000029,20180627 10:03:32.003,20180627 13:18:53.227,SHORT,5,EURUSD,1.16417,1.16008,1.4,394.99999999999267
127700.00000000028,20180627 13:18:53.227,20180627 13:48:55.293,LONG,5,EURUSD,1.16008,1.16079,1.4,56.99999999999885
127757.00000000028,20180627 13:48:55.293,20180627 19:40:26.761,SHORT,5,EURUSD,1.16079,1.15486,1.4,578.9999999999991
128336.00000000028,20180627 19:40:26.761,20180628 03:46:33.605,LONG,5,EURUSD,1.15486,1.15664,1.4,163.99999999998929
128500.00000000026,20180628 03:46:33.605,20180628 06:43:42.196,SHORT,5,EURUSD,1.15664,1.15359,1.4,290.9999999999997
128791.00000000026,20180628 06:43:42.196,20180628 11:14:43.129,LONG,5,EURUSD,1.15359,1.15861,1.4,488.0000000000024
129279.00000000026,20180628 11:14:43.129,20180628 13:15:12.867,SHORT,5,EURUSD,1.15861,1.1565299999999998,1.4,194.00000000000819
129473.00000000028,20180628 13:15:12.867,20180628 14:30:19.875,LONG,5,EURUSD,1.1565299999999998,1.15877,1.4,210.0000000000242
129683.0000000003,20180628 14:30:19.875,20180628 16:05:43.063,SHORT,5,EURUSD,1.15877,1.15803,1.4,60.0000000000185
129743.00000000032,20180628 16:05:43.063,20180628 17:01:07.312,LONG,5,EURUSD,1.15803,1.15848,1.4,31.000000000006146
129774.00000000032,20180628 17:01:07.312,20180628 19:06:54.950,SHORT,5,EURUSD,1.15848,1.15585,1.4,248.99999999999102
130023.0000000003,20180628 19:06:54.950,20180628 20:53:13.388,LONG,5,EURUSD,1.15585,1.15665,1.4,65.99999999999119
130089.00000000029,20180628 20:53:13.388,20180628 22:40:36.904,SHORT,5,EURUSD,1.15665,1.15622,1.4,28.999999999993044
130118.00000000029,20180628 22:40:36.904,20180629 00:17:10.974,LONG,5,EURUSD,1.15622,1.15721,1.4,85.00000000000465
130203.00000000029,20180629 00:17:10.974,20180629 01:07:40.309,SHORT,5,EURUSD,1.15721,1.15711,1.4,-4.0000000000011005
130199.00000000029,20180629 01:07:40.309,20180629 04:53:41.431,LONG,5,EURUSD,1.15711,1.16545,1.4,820.0000000000015
131019.00000000029,20180629 04:53:41.431,20180629 07:24:27.617,SHORT,5,EURUSD,1.16545,1.1627,1.4,261.000000000003
131280.0000000003,20180629 07:24:27.617,20180629 09:19:49.872,LONG,5,EURUSD,1.1627,1.16538,1.4,254.00000000000156
131534.0000000003,20180629 09:19:49.872,20180629 10:30:11.963,SHORT,5,EURUSD,1.16538,1.16465,1.4,59.00000000001195
131593.0000000003,20180629 10:30:11.963,20180629 12:00:25.654,LONG,5,EURUSD,1.16465,1.16509,1.4,29.999999999999595
131623.0000000003,20180629 12:00:25.654,20180629 13:20:44.457,SHORT,5,EURUSD,1.16509,1.16476,1.4,18.999999999994145
131642.0000000003,20180629 13:20:44.457,20180629 17:41:32.535,LONG,5,EURUSD,1.16476,1.16754,1.4,264.00000000000045
131906.0000000003,20180629 17:41:32.535,20180629 18:57:12.182,SHORT,5,EURUSD,1.16754,1.16686,1.4,54.0000000000014
131960.0000000003,20180629 18:57:12.182,20180629 20:17:51.261,LONG,5,EURUSD,1.16686,1.1680700000000002,1.4,107.00000000001555
